SensorType,hart,time
HRMLED RED,45692.0,2017-05-13 23:38:56.562
HRMLED RED,45724.0,2017-05-13 23:38:56.565
HRMLED RED,45763.0,2017-05-13 23:38:56.574
HRMLED RED,45799.0,2017-05-13 23:38:56.588
HRMLED RED,45843.0,2017-05-13 23:38:56.595
HRMLED RED,45872.0,2017-05-13 23:38:56.610
HRMLED RED,45896.0,2017-05-13 23:38:56.620
HRMLED RED,45920.0,2017-05-13 23:38:56.624
HRMLED RED,45929.0,2017-05-13 23:38:56.635
HRMLED RED,45946.0,2017-05-13 23:38:56.644
HRMLED RED,45953.0,2017-05-13 23:38:56.655
HRMLED RED,45961.0,2017-05-13 23:38:56.667
HRMLED RED,45960.0,2017-05-13 23:38:56.675
HRMLED RED,45966.0,2017-05-13 23:38:56.685
HRMLED RED,45975.0,2017-05-13 23:38:56.695
HRMLED RED,45963.0,2017-05-13 23:38:56.710
HRMLED RED,45972.0,2017-05-13 23:38:56.723
HRMLED RED,45982.0,2017-05-13 23:38:56.726
HRMLED RED,45981.0,2017-05-13 23:38:56.740
HRMLED RED,45979.0,2017-05-13 23:38:56.746
HRMLED RED,45995.0,2017-05-13 23:38:56.758
HRMLED RED,45995.0,2017-05-13 23:38:56.775
HRMLED RED,46000.0,2017-05-13 23:38:56.777
HRMLED RED,46012.0,2017-05-13 23:38:56.791
HRMLED RED,46023.0,2017-05-13 23:38:56.797
HRMLED RED,46026.0,2017-05-13 23:38:56.809
HRMLED RED,46030.0,2017-05-13 23:38:56.819
HRMLED RED,46037.0,2017-05-13 23:38:56.826
HRMLED RED,46050.0,2017-05-13 23:38:56.836
HRMLED RED,46065.0,2017-05-13 23:38:56.846
HRMLED RED,46074.0,2017-05-13 23:38:56.857
HRMLED RED,46059.0,2017-05-13 23:38:56.870
HRMLED RED,46073.0,2017-05-13 23:38:56.876
HRMLED RED,46085.0,2017-05-13 23:38:56.886
HRMLED RED,46098.0,2017-05-13 23:38:56.896
HRMLED RED,46096.0,2017-05-13 23:38:56.912
HRMLED RED,46085.0,2017-05-13 23:38:56.923
HRMLED RED,46105.0,2017-05-13 23:38:56.926
HRMLED RED,46094.0,2017-05-13 23:38:56.936
HRMLED RED,46107.0,2017-05-13 23:38:56.946
HRMLED RED,46116.0,2017-05-13 23:38:56.956
HRMLED RED,46113.0,2017-05-13 23:38:56.970
HRMLED RED,46119.0,2017-05-13 23:38:56.977
HRMLED RED,46115.0,2017-05-13 23:38:56.987
HRMLED RED,46131.0,2017-05-13 23:38:56.997
HRMLED RED,46137.0,2017-05-13 23:38:57.007
HRMLED RED,46129.0,2017-05-13 23:38:57.020
HRMLED RED,46146.0,2017-05-13 23:38:57.027
HRMLED RED,46145.0,2017-05-13 23:38:57.042
HRMLED RED,46144.0,2017-05-13 23:38:57.048
HRMLED RED,46150.0,2017-05-13 23:38:57.059
HRMLED RED,46154.0,2017-05-13 23:38:57.079
HRMLED RED,46154.0,2017-05-13 23:38:57.081
HRMLED RED,46149.0,2017-05-13 23:38:57.095
HRMLED RED,46143.0,2017-05-13 23:38:57.099
HRMLED RED,46148.0,2017-05-13 23:38:57.111
HRMLED RED,46153.0,2017-05-13 23:38:57.127
HRMLED RED,46153.0,2017-05-13 23:38:57.129
HRMLED RED,46160.0,2017-05-13 23:38:57.141
HRMLED RED,46157.0,2017-05-13 23:38:57.148
HRMLED RED,46169.0,2017-05-13 23:38:57.161
HRMLED RED,46172.0,2017-05-13 23:38:57.169
HRMLED RED,46156.0,2017-05-13 23:38:57.179
HRMLED RED,46162.0,2017-05-13 23:38:57.190
HRMLED RED,46162.0,2017-05-13 23:38:57.199
HRMLED RED,46168.0,2017-05-13 23:38:57.209
HRMLED RED,46153.0,2017-05-13 23:38:57.219
HRMLED RED,46123.0,2017-05-13 23:38:57.230
HRMLED RED,46071.0,2017-05-13 23:38:57.263
HRMLED RED,46000.0,2017-05-13 23:38:57.265
HRMLED RED,45890.0,2017-05-13 23:38:57.267
HRMLED RED,45730.0,2017-05-13 23:38:57.270
HRMLED RED,45597.0,2017-05-13 23:38:57.282
HRMLED RED,45500.0,2017-05-13 23:38:57.296
HRMLED RED,45428.0,2017-05-13 23:38:57.299
HRMLED RED,45386.0,2017-05-13 23:38:57.310
HRMLED RED,45361.0,2017-05-13 23:38:57.320
HRMLED RED,45347.0,2017-05-13 23:38:57.330
HRMLED RED,45355.0,2017-05-13 23:38:57.342
HRMLED RED,45368.0,2017-05-13 23:38:57.350
HRMLED RED,45391.0,2017-05-13 23:38:57.361
HRMLED RED,45407.0,2017-05-13 23:38:57.371
HRMLED RED,45418.0,2017-05-13 23:38:57.381
HRMLED RED,45421.0,2017-05-13 23:38:57.394
HRMLED RED,45457.0,2017-05-13 23:38:57.400
HRMLED RED,45470.0,2017-05-13 23:38:57.418
HRMLED RED,45477.0,2017-05-13 23:38:57.422
HRMLED RED,45498.0,2017-05-13 23:38:57.435
HRMLED RED,45543.0,2017-05-13 23:38:57.450
HRMLED RED,45571.0,2017-05-13 23:38:57.452
HRMLED RED,45602.0,2017-05-13 23:38:57.470
HRMLED RED,45644.0,2017-05-13 23:38:57.475
HRMLED RED,45668.0,2017-05-13 23:38:57.482
HRMLED RED,45719.0,2017-05-13 23:38:57.494
HRMLED RED,45746.0,2017-05-13 23:38:57.501
HRMLED RED,45771.0,2017-05-13 23:38:57.511
HRMLED RED,45774.0,2017-05-13 23:38:57.521
HRMLED RED,45803.0,2017-05-13 23:38:57.532
HRMLED RED,45826.0,2017-05-13 23:38:57.545
HRMLED RED,45820.0,2017-05-13 23:38:57.551
HRMLED RED,45830.0,2017-05-13 23:38:57.562
HRMLED RED,45843.0,2017-05-13 23:38:57.571
HRMLED RED,45845.0,2017-05-13 23:38:57.585
HRMLED RED,45840.0,2017-05-13 23:38:57.603
HRMLED RED,45845.0,2017-05-13 23:38:57.606
HRMLED RED,45838.0,2017-05-13 23:38:57.621
HRMLED RED,45832.0,2017-05-13 23:38:57.623
HRMLED RED,45849.0,2017-05-13 23:38:57.637
HRMLED RED,45842.0,2017-05-13 23:38:57.646
HRMLED RED,45851.0,2017-05-13 23:38:57.652
HRMLED RED,45860.0,2017-05-13 23:38:57.665
HRMLED RED,45865.0,2017-05-13 23:38:57.672
HRMLED RED,45861.0,2017-05-13 23:38:57.682
HRMLED RED,45884.0,2017-05-13 23:38:57.698
HRMLED RED,45890.0,2017-05-13 23:38:57.703
HRMLED RED,45891.0,2017-05-13 23:38:57.714
HRMLED RED,45905.0,2017-05-13 23:38:57.723
HRMLED RED,45913.0,2017-05-13 23:38:57.739
HRMLED RED,45923.0,2017-05-13 23:38:57.757
HRMLED RED,45925.0,2017-05-13 23:38:57.759
HRMLED RED,45939.0,2017-05-13 23:38:57.769
HRMLED RED,45942.0,2017-05-13 23:38:57.773
HRMLED RED,45954.0,2017-05-13 23:38:57.784
HRMLED RED,45969.0,2017-05-13 23:38:57.793
HRMLED RED,45970.0,2017-05-13 23:38:57.803
HRMLED RED,45979.0,2017-05-13 23:38:57.814
HRMLED RED,45972.0,2017-05-13 23:38:57.823
HRMLED RED,45987.0,2017-05-13 23:38:57.834
HRMLED RED,45981.0,2017-05-13 23:38:57.843
HRMLED RED,45992.0,2017-05-13 23:38:57.855
HRMLED RED,46004.0,2017-05-13 23:38:57.866
HRMLED RED,46005.0,2017-05-13 23:38:57.874
HRMLED RED,46003.0,2017-05-13 23:38:57.887
HRMLED RED,46019.0,2017-05-13 23:38:57.895
HRMLED RED,46021.0,2017-05-13 23:38:57.906
HRMLED RED,46034.0,2017-05-13 23:38:57.922
HRMLED RED,46029.0,2017-05-13 23:38:57.925
HRMLED RED,46041.0,2017-05-13 23:38:57.939
HRMLED RED,46032.0,2017-05-13 23:38:57.945
HRMLED RED,46044.0,2017-05-13 23:38:57.956
HRMLED RED,46055.0,2017-05-13 23:38:57.974
HRMLED RED,46037.0,2017-05-13 23:38:57.976
HRMLED RED,46046.0,2017-05-13 23:38:57.987
HRMLED RED,46047.0,2017-05-13 23:38:57.995
HRMLED RED,46045.0,2017-05-13 23:38:58.005
HRMLED RED,46039.0,2017-05-13 23:38:58.018
HRMLED RED,46053.0,2017-05-13 23:38:58.025
HRMLED RED,46049.0,2017-05-13 23:38:58.035
HRMLED RED,46048.0,2017-05-13 23:38:58.045
HRMLED RED,46050.0,2017-05-13 23:38:58.057
HRMLED RED,46057.0,2017-05-13 23:38:58.069
HRMLED RED,46066.0,2017-05-13 23:38:58.075
HRMLED RED,46069.0,2017-05-13 23:38:58.085
HRMLED RED,46069.0,2017-05-13 23:38:58.095
HRMLED RED,46067.0,2017-05-13 23:38:58.107
HRMLED RED,46081.0,2017-05-13 23:38:58.130
HRMLED RED,46059.0,2017-05-13 23:38:58.132
HRMLED RED,46058.0,2017-05-13 23:38:58.145
HRMLED RED,46040.0,2017-05-13 23:38:58.160
HRMLED RED,46003.0,2017-05-13 23:38:58.161
HRMLED RED,45923.0,2017-05-13 23:38:58.171
HRMLED RED,45838.0,2017-05-13 23:38:58.181
HRMLED RED,45691.0,2017-05-13 23:38:58.191
HRMLED RED,45547.0,2017-05-13 23:38:58.202
HRMLED RED,45427.0,2017-05-13 23:38:58.211
HRMLED RED,45345.0,2017-05-13 23:38:58.221
HRMLED RED,45285.0,2017-05-13 23:38:58.231
HRMLED RED,45251.0,2017-05-13 23:38:58.242
HRMLED RED,45231.0,2017-05-13 23:38:58.255
HRMLED RED,45223.0,2017-05-13 23:38:58.262
HRMLED RED,45222.0,2017-05-13 23:38:58.279
HRMLED RED,45236.0,2017-05-13 23:38:58.283
HRMLED RED,45263.0,2017-05-13 23:38:58.298
HRMLED RED,45265.0,2017-05-13 23:38:58.309
HRMLED RED,45278.0,2017-05-13 23:38:58.312
HRMLED RED,45293.0,2017-05-13 23:38:58.322
HRMLED RED,45315.0,2017-05-13 23:38:58.332
HRMLED RED,45325.0,2017-05-13 23:38:58.342
HRMLED RED,45351.0,2017-05-13 23:38:58.354
HRMLED RED,45371.0,2017-05-13 23:38:58.362
HRMLED RED,45378.0,2017-05-13 23:38:58.372
HRMLED RED,45410.0,2017-05-13 23:38:58.383
HRMLED RED,45457.0,2017-05-13 23:38:58.393
HRMLED RED,45495.0,2017-05-13 23:38:58.407
HRMLED RED,45537.0,2017-05-13 23:38:58.413
HRMLED RED,45579.0,2017-05-13 23:38:58.437
HRMLED RED,45606.0,2017-05-13 23:38:58.440
HRMLED RED,45626.0,2017-05-13 23:38:58.445
HRMLED RED,45647.0,2017-05-13 23:38:58.461
HRMLED RED,45678.0,2017-05-13 23:38:58.464
HRMLED RED,45676.0,2017-05-13 23:38:58.478
HRMLED RED,45678.0,2017-05-13 23:38:58.483
HRMLED RED,45704.0,2017-05-13 23:38:58.493
HRMLED RED,45702.0,2017-05-13 23:38:58.506
HRMLED RED,45701.0,2017-05-13 23:38:58.513
HRMLED RED,45698.0,2017-05-13 23:38:58.523
HRMLED RED,45704.0,2017-05-13 23:38:58.533
HRMLED RED,45704.0,2017-05-13 23:38:58.544
HRMLED RED,45712.0,2017-05-13 23:38:58.557
HRMLED RED,45723.0,2017-05-13 23:38:58.563
HRMLED RED,45727.0,2017-05-13 23:38:58.573
HRMLED RED,45746.0,2017-05-13 23:38:58.583
HRMLED RED,45747.0,2017-05-13 23:38:58.594
HRMLED RED,45747.0,2017-05-13 23:38:58.615
HRMLED RED,45757.0,2017-05-13 23:38:58.618
HRMLED RED,45783.0,2017-05-13 23:38:58.632
HRMLED RED,45779.0,2017-05-13 23:38:58.636
HRMLED RED,45795.0,2017-05-13 23:38:58.644
HRMLED RED,45788.0,2017-05-13 23:38:58.660
HRMLED RED,45814.0,2017-05-13 23:38:58.664
HRMLED RED,45813.0,2017-05-13 23:38:58.674
HRMLED RED,45828.0,2017-05-13 23:38:58.684
HRMLED RED,45829.0,2017-05-13 23:38:58.695
HRMLED RED,45839.0,2017-05-13 23:38:58.709
HRMLED RED,45838.0,2017-05-13 23:38:58.715
HRMLED RED,45845.0,2017-05-13 23:38:58.725
HRMLED RED,45860.0,2017-05-13 23:38:58.735
HRMLED RED,45866.0,2017-05-13 23:38:58.747
HRMLED RED,45858.0,2017-05-13 23:38:58.764
HRMLED RED,45869.0,2017-05-13 23:38:58.766
HRMLED RED,45861.0,2017-05-13 23:38:58.780
HRMLED RED,45881.0,2017-05-13 23:38:58.786
HRMLED RED,45883.0,2017-05-13 23:38:58.797
HRMLED RED,45883.0,2017-05-13 23:38:58.814
HRMLED RED,45896.0,2017-05-13 23:38:58.815
HRMLED RED,45891.0,2017-05-13 23:38:58.827
HRMLED RED,45901.0,2017-05-13 23:38:58.836
HRMLED RED,45912.0,2017-05-13 23:38:58.846
HRMLED RED,45904.0,2017-05-13 23:38:58.856
HRMLED RED,45907.0,2017-05-13 23:38:58.866
HRMLED RED,45912.0,2017-05-13 23:38:58.877
HRMLED RED,45921.0,2017-05-13 23:38:58.886
HRMLED RED,45912.0,2017-05-13 23:38:58.896
HRMLED RED,45914.0,2017-05-13 23:38:58.906
HRMLED RED,45930.0,2017-05-13 23:38:58.917
HRMLED RED,45927.0,2017-05-13 23:38:58.931
HRMLED RED,45935.0,2017-05-13 23:38:58.938
HRMLED RED,45934.0,2017-05-13 23:38:58.954
HRMLED RED,45934.0,2017-05-13 23:38:58.958
HRMLED RED,45932.0,2017-05-13 23:38:58.972
HRMLED RED,45945.0,2017-05-13 23:38:58.983
HRMLED RED,45949.0,2017-05-13 23:38:58.987
HRMLED RED,45947.0,2017-05-13 23:38:58.997
HRMLED RED,45952.0,2017-05-13 23:38:59.007
HRMLED RED,45957.0,2017-05-13 23:38:59.017
HRMLED RED,45960.0,2017-05-13 23:38:59.030
HRMLED RED,45959.0,2017-05-13 23:38:59.037
HRMLED RED,45960.0,2017-05-13 23:38:59.048
HRMLED RED,45943.0,2017-05-13 23:38:59.057
HRMLED RED,45937.0,2017-05-13 23:38:59.068
HRMLED RED,45906.0,2017-05-13 23:38:59.081
HRMLED RED,45861.0,2017-05-13 23:38:59.088
HRMLED RED,45785.0,2017-05-13 23:38:59.104
HRMLED RED,45686.0,2017-05-13 23:38:59.108
HRMLED RED,45551.0,2017-05-13 23:38:59.121
HRMLED RED,45432.0,2017-05-13 23:38:59.135
HRMLED RED,45345.0,2017-05-13 23:38:59.140
HRMLED RED,45245.0,2017-05-13 23:38:59.152
HRMLED RED,45200.0,2017-05-13 23:38:59.160
HRMLED RED,45181.0,2017-05-13 23:38:59.168
HRMLED RED,45164.0,2017-05-13 23:38:59.181
HRMLED RED,45166.0,2017-05-13 23:38:59.188
HRMLED RED,45163.0,2017-05-13 23:38:59.198
HRMLED RED,45179.0,2017-05-13 23:38:59.208
HRMLED RED,45178.0,2017-05-13 23:38:59.219
HRMLED RED,45215.0,2017-05-13 23:38:59.231
HRMLED RED,45225.0,2017-05-13 23:38:59.238
HRMLED RED,45233.0,2017-05-13 23:38:59.251
HRMLED RED,45239.0,2017-05-13 23:38:59.258
HRMLED RED,45252.0,2017-05-13 23:38:59.271
HRMLED RED,45268.0,2017-05-13 23:38:59.287
HRMLED RED,45287.0,2017-05-13 23:38:59.289
HRMLED RED,45322.0,2017-05-13 23:38:59.304
HRMLED RED,45350.0,2017-05-13 23:38:59.310
HRMLED RED,45382.0,2017-05-13 23:38:59.322
HRMLED RED,45426.0,2017-05-13 23:38:59.338
HRMLED RED,45440.0,2017-05-13 23:38:59.340
HRMLED RED,45486.0,2017-05-13 23:38:59.355
HRMLED RED,45503.0,2017-05-13 23:38:59.360
HRMLED RED,45533.0,2017-05-13 23:38:59.370
HRMLED RED,45529.0,2017-05-13 23:38:59.384
HRMLED RED,45559.0,2017-05-13 23:38:59.390
HRMLED RED,45566.0,2017-05-13 23:38:59.401
HRMLED RED,45566.0,2017-05-13 23:38:59.410
HRMLED RED,45552.0,2017-05-13 23:38:59.420
HRMLED RED,45572.0,2017-05-13 23:38:59.435
HRMLED RED,45563.0,2017-05-13 23:38:59.440
HRMLED RED,45572.0,2017-05-13 23:38:59.451
HRMLED RED,45575.0,2017-05-13 23:38:59.460
HRMLED RED,45593.0,2017-05-13 23:38:59.473
HRMLED RED,45597.0,2017-05-13 23:38:59.492
HRMLED RED,45599.0,2017-05-13 23:38:59.494
HRMLED RED,45615.0,2017-05-13 23:38:59.507
HRMLED RED,45615.0,2017-05-13 23:38:59.512
HRMLED RED,45627.0,2017-05-13 23:38:59.525
HRMLED RED,45646.0,2017-05-13 23:38:59.543
HRMLED RED,45662.0,2017-05-13 23:38:59.544
HRMLED RED,45656.0,2017-05-13 23:38:59.556
HRMLED RED,45678.0,2017-05-13 23:38:59.561
HRMLED RED,45676.0,2017-05-13 23:38:59.571
HRMLED RED,45704.0,2017-05-13 23:38:59.581
HRMLED RED,45706.0,2017-05-13 23:38:59.591
HRMLED RED,45708.0,2017-05-13 23:38:59.603
HRMLED RED,45723.0,2017-05-13 23:38:59.611
HRMLED RED,45734.0,2017-05-13 23:38:59.622
HRMLED RED,45749.0,2017-05-13 23:38:59.632
HRMLED RED,45765.0,2017-05-13 23:38:59.642
HRMLED RED,45758.0,2017-05-13 23:38:59.669
HRMLED RED,45761.0,2017-05-13 23:38:59.672
HRMLED RED,45767.0,2017-05-13 23:38:59.674
HRMLED RED,45775.0,2017-05-13 23:38:59.688
HRMLED RED,45766.0,2017-05-13 23:38:59.692
HRMLED RED,45773.0,2017-05-13 23:38:59.709
HRMLED RED,45780.0,2017-05-13 23:38:59.713
HRMLED RED,45782.0,2017-05-13 23:38:59.734
HRMLED RED,45780.0,2017-05-13 23:38:59.736
HRMLED RED,45791.0,2017-05-13 23:38:59.749
HRMLED RED,45797.0,2017-05-13 23:38:59.756
HRMLED RED,45800.0,2017-05-13 23:38:59.765
HRMLED RED,45817.0,2017-05-13 23:38:59.775
HRMLED RED,45827.0,2017-05-13 23:38:59.789
HRMLED RED,45838.0,2017-05-13 23:38:59.795
HRMLED RED,45833.0,2017-05-13 23:38:59.805
HRMLED RED,45844.0,2017-05-13 23:38:59.815
HRMLED RED,45837.0,2017-05-13 23:38:59.825
HRMLED RED,45843.0,2017-05-13 23:38:59.840
HRMLED RED,45852.0,2017-05-13 23:38:59.845
HRMLED RED,45861.0,2017-05-13 23:38:59.862
HRMLED RED,45870.0,2017-05-13 23:38:59.866
HRMLED RED,45871.0,2017-05-13 23:38:59.878
HRMLED RED,45875.0,2017-05-13 23:38:59.897
HRMLED RED,45876.0,2017-05-13 23:38:59.899
HRMLED RED,45884.0,2017-05-13 23:38:59.913
HRMLED RED,45894.0,2017-05-13 23:38:59.917
HRMLED RED,45889.0,2017-05-13 23:38:59.928
HRMLED RED,45892.0,2017-05-13 23:38:59.941
HRMLED RED,45901.0,2017-05-13 23:38:59.946
HRMLED RED,45905.0,2017-05-13 23:38:59.958
HRMLED RED,45892.0,2017-05-13 23:38:59.966
HRMLED RED,45872.0,2017-05-13 23:38:59.977
HRMLED RED,45821.0,2017-05-13 23:38:59.986
HRMLED RED,45745.0,2017-05-13 23:38:59.997
HRMLED RED,45643.0,2017-05-13 23:39:00.008
HRMLED RED,45495.0,2017-05-13 23:39:00.016
HRMLED RED,45390.0,2017-05-13 23:39:00.031
HRMLED RED,45270.0,2017-05-13 23:39:00.039
HRMLED RED,45203.0,2017-05-13 23:39:00.049
HRMLED RED,45128.0,2017-05-13 23:39:00.060
HRMLED RED,45111.0,2017-05-13 23:39:00.067
HRMLED RED,45110.0,2017-05-13 23:39:00.077
HRMLED RED,45093.0,2017-05-13 23:39:00.087
HRMLED RED,45090.0,2017-05-13 23:39:00.097
HRMLED RED,45112.0,2017-05-13 23:39:00.108
HRMLED RED,45114.0,2017-05-13 23:39:00.117
HRMLED RED,45132.0,2017-05-13 23:39:00.127
HRMLED RED,45140.0,2017-05-13 23:39:00.137
HRMLED RED,45163.0,2017-05-13 23:39:00.147
HRMLED RED,45173.0,2017-05-13 23:39:00.176
HRMLED RED,45181.0,2017-05-13 23:39:00.178
HRMLED RED,45202.0,2017-05-13 23:39:00.180
HRMLED RED,45221.0,2017-05-13 23:39:00.190
HRMLED RED,45254.0,2017-05-13 23:39:00.199
HRMLED RED,45298.0,2017-05-13 23:39:00.217
HRMLED RED,45334.0,2017-05-13 23:39:00.217
HRMLED RED,45363.0,2017-05-13 23:39:00.228
HRMLED RED,45386.0,2017-05-13 23:39:00.237
HRMLED RED,45421.0,2017-05-13 23:39:00.248
HRMLED RED,45434.0,2017-05-13 23:39:00.259
HRMLED RED,45451.0,2017-05-13 23:39:00.269
HRMLED RED,45485.0,2017-05-13 23:39:00.278
HRMLED RED,45504.0,2017-05-13 23:39:00.288
HRMLED RED,45509.0,2017-05-13 23:39:00.299
HRMLED RED,45504.0,2017-05-13 23:39:00.312
HRMLED RED,45514.0,2017-05-13 23:39:00.319
HRMLED RED,45516.0,2017-05-13 23:39:00.330
HRMLED RED,45535.0,2017-05-13 23:39:00.339
HRMLED RED,45526.0,2017-05-13 23:39:00.349
HRMLED RED,45535.0,2017-05-13 23:39:00.364
HRMLED RED,45549.0,2017-05-13 23:39:00.369
HRMLED RED,45550.0,2017-05-13 23:39:00.379
HRMLED RED,45565.0,2017-05-13 23:39:00.389
HRMLED RED,45564.0,2017-05-13 23:39:00.399
HRMLED RED,45584.0,2017-05-13 23:39:00.411
HRMLED RED,45592.0,2017-05-13 23:39:00.420
HRMLED RED,45614.0,2017-05-13 23:39:00.430
HRMLED RED,45620.0,2017-05-13 23:39:00.440
HRMLED RED,45619.0,2017-05-13 23:39:00.452
HRMLED RED,45624.0,2017-05-13 23:39:00.470
HRMLED RED,45641.0,2017-05-13 23:39:00.472
HRMLED RED,45660.0,2017-05-13 23:39:00.486
HRMLED RED,45665.0,2017-05-13 23:39:00.490
HRMLED RED,45675.0,2017-05-13 23:39:00.502
HRMLED RED,45680.0,2017-05-13 23:39:00.518
HRMLED RED,45694.0,2017-05-13 23:39:00.520
HRMLED RED,45706.0,2017-05-13 23:39:00.531
HRMLED RED,45719.0,2017-05-13 23:39:00.540
HRMLED RED,45734.0,2017-05-13 23:39:00.550
HRMLED RED,45739.0,2017-05-13 23:39:00.564
HRMLED RED,45749.0,2017-05-13 23:39:00.570
HRMLED RED,45747.0,2017-05-13 23:39:00.581
HRMLED RED,45748.0,2017-05-13 23:39:00.590
HRMLED RED,45760.0,2017-05-13 23:39:00.601
HRMLED RED,45770.0,2017-05-13 23:39:00.627
HRMLED RED,45778.0,2017-05-13 23:39:00.629
HRMLED RED,45792.0,2017-05-13 23:39:00.631
HRMLED RED,45799.0,2017-05-13 23:39:00.646
HRMLED RED,45794.0,2017-05-13 23:39:00.651
HRMLED RED,45800.0,2017-05-13 23:39:00.671
HRMLED RED,45816.0,2017-05-13 23:39:00.673
HRMLED RED,45816.0,2017-05-13 23:39:00.687
HRMLED RED,45820.0,2017-05-13 23:39:00.691
HRMLED RED,45816.0,2017-05-13 23:39:00.702
HRMLED RED,45830.0,2017-05-13 23:39:00.711
HRMLED RED,45825.0,2017-05-13 23:39:00.722
HRMLED RED,45822.0,2017-05-13 23:39:00.735
HRMLED RED,45840.0,2017-05-13 23:39:00.742
HRMLED RED,45852.0,2017-05-13 23:39:00.753
HRMLED RED,45852.0,2017-05-13 23:39:00.762
HRMLED RED,45864.0,2017-05-13 23:39:00.773
HRMLED RED,45869.0,2017-05-13 23:39:00.784
HRMLED RED,45867.0,2017-05-13 23:39:00.792
HRMLED RED,45860.0,2017-05-13 23:39:00.806
HRMLED RED,45874.0,2017-05-13 23:39:00.814
HRMLED RED,45878.0,2017-05-13 23:39:00.826
HRMLED RED,45895.0,2017-05-13 23:39:00.841
HRMLED RED,45886.0,2017-05-13 23:39:00.843
HRMLED RED,45864.0,2017-05-13 23:39:00.858
HRMLED RED,45829.0,2017-05-13 23:39:00.864
HRMLED RED,45775.0,2017-05-13 23:39:00.877
HRMLED RED,45691.0,2017-05-13 23:39:00.885
HRMLED RED,45566.0,2017-05-13 23:39:00.893
HRMLED RED,45434.0,2017-05-13 23:39:00.903
HRMLED RED,45312.0,2017-05-13 23:39:00.913
HRMLED RED,45200.0,2017-05-13 23:39:00.923
HRMLED RED,45130.0,2017-05-13 23:39:00.935
HRMLED RED,45098.0,2017-05-13 23:39:00.943
HRMLED RED,45062.0,2017-05-13 23:39:00.953
HRMLED RED,45041.0,2017-05-13 23:39:00.963
HRMLED RED,45041.0,2017-05-13 23:39:00.974
HRMLED RED,45049.0,2017-05-13 23:39:00.989
HRMLED RED,45063.0,2017-05-13 23:39:00.995
HRMLED RED,45076.0,2017-05-13 23:39:01.011
HRMLED RED,45097.0,2017-05-13 23:39:01.015
HRMLED RED,45109.0,2017-05-13 23:39:01.030
HRMLED RED,45114.0,2017-05-13 23:39:01.042
HRMLED RED,45123.0,2017-05-13 23:39:01.044
HRMLED RED,45162.0,2017-05-13 23:39:01.054
HRMLED RED,45175.0,2017-05-13 23:39:01.064
HRMLED RED,45191.0,2017-05-13 23:39:01.076
HRMLED RED,45238.0,2017-05-13 23:39:01.087
HRMLED RED,45282.0,2017-05-13 23:39:01.094
HRMLED RED,45305.0,2017-05-13 23:39:01.104
HRMLED RED,45335.0,2017-05-13 23:39:01.114
HRMLED RED,45364.0,2017-05-13 23:39:01.125
HRMLED RED,45394.0,2017-05-13 23:39:01.139
HRMLED RED,45409.0,2017-05-13 23:39:01.145
HRMLED RED,45435.0,2017-05-13 23:39:01.157
HRMLED RED,45465.0,2017-05-13 23:39:01.165
HRMLED RED,45472.0,2017-05-13 23:39:01.176
HRMLED RED,45489.0,2017-05-13 23:39:01.193
HRMLED RED,45486.0,2017-05-13 23:39:01.195
HRMLED RED,45481.0,2017-05-13 23:39:01.209
HRMLED RED,45491.0,2017-05-13 23:39:01.215
HRMLED RED,45489.0,2017-05-13 23:39:01.225
HRMLED RED,45491.0,2017-05-13 23:39:01.239
HRMLED RED,45505.0,2017-05-13 23:39:01.245
HRMLED RED,45514.0,2017-05-13 23:39:01.257
HRMLED RED,45522.0,2017-05-13 23:39:01.266
HRMLED RED,45526.0,2017-05-13 23:39:01.277
HRMLED RED,45550.0,2017-05-13 23:39:01.294
HRMLED RED,45564.0,2017-05-13 23:39:01.296
HRMLED RED,45565.0,2017-05-13 23:39:01.307
HRMLED RED,45576.0,2017-05-13 23:39:01.316
HRMLED RED,45582.0,2017-05-13 23:39:01.329
HRMLED RED,45597.0,2017-05-13 23:39:01.346
HRMLED RED,45606.0,2017-05-13 23:39:01.348
HRMLED RED,45616.0,2017-05-13 23:39:01.364
HRMLED RED,45626.0,2017-05-13 23:39:01.368
HRMLED RED,45630.0,2017-05-13 23:39:01.381
HRMLED RED,45644.0,2017-05-13 23:39:01.391
HRMLED RED,45650.0,2017-05-13 23:39:01.396
HRMLED RED,45661.0,2017-05-13 23:39:01.408
HRMLED RED,45671.0,2017-05-13 23:39:01.417
HRMLED RED,45689.0,2017-05-13 23:39:01.428
HRMLED RED,45686.0,2017-05-13 23:39:01.444
HRMLED RED,45700.0,2017-05-13 23:39:01.448
HRMLED RED,45730.0,2017-05-13 23:39:01.458
HRMLED RED,45724.0,2017-05-13 23:39:01.467
HRMLED RED,45732.0,2017-05-13 23:39:01.478
HRMLED RED,45736.0,2017-05-13 23:39:01.494
HRMLED RED,45745.0,2017-05-13 23:39:01.498
HRMLED RED,45730.0,2017-05-13 23:39:01.513
HRMLED RED,45752.0,2017-05-13 23:39:01.518
HRMLED RED,45760.0,2017-05-13 23:39:01.532
HRMLED RED,45754.0,2017-05-13 23:39:01.538
HRMLED RED,45785.0,2017-05-13 23:39:01.550
HRMLED RED,45795.0,2017-05-13 23:39:01.567
HRMLED RED,45801.0,2017-05-13 23:39:01.569
HRMLED RED,45790.0,2017-05-13 23:39:01.578
