SensorType,hart,time
HRMLED RED,38.0,2017-05-13 23:39:24.918
HRMLED RED,48.0,2017-05-13 23:39:24.928
HRMLED RED,31.0,2017-05-13 23:39:24.942
HRMLED RED,53.0,2017-05-13 23:39:24.949
HRMLED RED,27.0,2017-05-13 23:39:24.961
HRMLED RED,44.0,2017-05-13 23:39:24.969
HRMLED RED,33.0,2017-05-13 23:39:24.980
HRMLED RED,25.0,2017-05-13 23:39:24.996
HRMLED RED,34.0,2017-05-13 23:39:24.998
HRMLED RED,39.0,2017-05-13 23:39:25.012
HRMLED RED,32.0,2017-05-13 23:39:25.019
HRMLED RED,44.0,2017-05-13 23:39:25.031
HRMLED RED,23.0,2017-05-13 23:39:25.040
HRMLED RED,53.0,2017-05-13 23:39:25.048
HRMLED RED,37.0,2017-05-13 23:39:25.059
HRMLED RED,30.0,2017-05-13 23:39:25.068
HRMLED RED,41.0,2017-05-13 23:39:25.079
HRMLED RED,30.0,2017-05-13 23:39:25.091
HRMLED RED,39.0,2017-05-13 23:39:25.099
HRMLED RED,31.0,2017-05-13 23:39:25.110
HRMLED RED,35.0,2017-05-13 23:39:25.119
HRMLED RED,46.0,2017-05-13 23:39:25.131
HRMLED RED,25.0,2017-05-13 23:39:25.146
HRMLED RED,38.0,2017-05-13 23:39:25.151
HRMLED RED,54.0,2017-05-13 23:39:25.164
HRMLED RED,32.0,2017-05-13 23:39:25.170
HRMLED RED,52.0,2017-05-13 23:39:25.185
HRMLED RED,31.0,2017-05-13 23:39:25.199
HRMLED RED,49.0,2017-05-13 23:39:25.201
HRMLED RED,37.0,2017-05-13 23:39:25.214
HRMLED RED,25.0,2017-05-13 23:39:25.220
HRMLED RED,36.0,2017-05-13 23:39:25.230
HRMLED RED,36.0,2017-05-13 23:39:25.243
HRMLED RED,24.0,2017-05-13 23:39:25.250
HRMLED RED,41.0,2017-05-13 23:39:25.261
HRMLED RED,29.0,2017-05-13 23:39:25.273
HRMLED RED,47.0,2017-05-13 23:39:25.281
HRMLED RED,38.0,2017-05-13 23:39:25.296
HRMLED RED,30.0,2017-05-13 23:39:25.301
HRMLED RED,49.0,2017-05-13 23:39:25.313
HRMLED RED,30.0,2017-05-13 23:39:25.322
HRMLED RED,43.0,2017-05-13 23:39:25.333
HRMLED RED,30.0,2017-05-13 23:39:25.350
HRMLED RED,36.0,2017-05-13 23:39:25.352
HRMLED RED,36.0,2017-05-13 23:39:25.365
HRMLED RED,28.0,2017-05-13 23:39:25.372
HRMLED RED,33.0,2017-05-13 23:39:25.383
HRMLED RED,49.0,2017-05-13 23:39:25.400
HRMLED RED,29.0,2017-05-13 23:39:25.401
HRMLED RED,48.0,2017-05-13 23:39:25.416
HRMLED RED,27.0,2017-05-13 23:39:25.422
HRMLED RED,49.0,2017-05-13 23:39:25.433
HRMLED RED,38.0,2017-05-13 23:39:25.450
HRMLED RED,26.0,2017-05-13 23:39:25.452
HRMLED RED,35.0,2017-05-13 23:39:25.468
HRMLED RED,31.0,2017-05-13 23:39:25.473
HRMLED RED,28.0,2017-05-13 23:39:25.483
HRMLED RED,45.0,2017-05-13 23:39:25.492
HRMLED RED,30.0,2017-05-13 23:39:25.503
HRMLED RED,49.0,2017-05-13 23:39:25.513
HRMLED RED,38.0,2017-05-13 23:39:25.522
HRMLED RED,35.0,2017-05-13 23:39:25.533
HRMLED RED,49.0,2017-05-13 23:39:25.543
HRMLED RED,29.0,2017-05-13 23:39:25.553
HRMLED RED,44.0,2017-05-13 23:39:25.564
HRMLED RED,31.0,2017-05-13 23:39:25.573
HRMLED RED,31.0,2017-05-13 23:39:25.585
HRMLED RED,37.0,2017-05-13 23:39:25.595
HRMLED RED,24.0,2017-05-13 23:39:25.607
HRMLED RED,33.0,2017-05-13 23:39:25.622
HRMLED RED,52.0,2017-05-13 23:39:25.623
HRMLED RED,26.0,2017-05-13 23:39:25.634
HRMLED RED,47.0,2017-05-13 23:39:25.643
HRMLED RED,29.0,2017-05-13 23:39:25.653
HRMLED RED,41.0,2017-05-13 23:39:25.664
HRMLED RED,36.0,2017-05-13 23:39:25.675
HRMLED RED,26.0,2017-05-13 23:39:25.683
HRMLED RED,37.0,2017-05-13 23:39:25.693
HRMLED RED,35.0,2017-05-13 23:39:25.704
HRMLED RED,29.0,2017-05-13 23:39:25.717
HRMLED RED,43.0,2017-05-13 23:39:25.724
HRMLED RED,27.0,2017-05-13 23:39:25.738
HRMLED RED,51.0,2017-05-13 23:39:25.747
HRMLED RED,37.0,2017-05-13 23:39:25.758
HRMLED RED,35.0,2017-05-13 23:39:25.771
HRMLED RED,45.0,2017-05-13 23:39:25.775
HRMLED RED,30.0,2017-05-13 23:39:25.791
HRMLED RED,36.0,2017-05-13 23:39:25.794
HRMLED RED,27.0,2017-05-13 23:39:25.804
HRMLED RED,34.0,2017-05-13 23:39:25.817
HRMLED RED,41.0,2017-05-13 23:39:25.824
HRMLED RED,27.0,2017-05-13 23:39:25.835
HRMLED RED,32.0,2017-05-13 23:39:25.844
HRMLED RED,55.0,2017-05-13 23:39:25.855
HRMLED RED,25.0,2017-05-13 23:39:25.867
HRMLED RED,52.0,2017-05-13 23:39:25.874
HRMLED RED,28.0,2017-05-13 23:39:25.886
HRMLED RED,52.0,2017-05-13 23:39:25.895
HRMLED RED,32.0,2017-05-13 23:39:25.905
HRMLED RED,27.0,2017-05-13 23:39:25.921
HRMLED RED,36.0,2017-05-13 23:39:25.925
HRMLED RED,39.0,2017-05-13 23:39:25.937
HRMLED RED,27.0,2017-05-13 23:39:25.945
HRMLED RED,44.0,2017-05-13 23:39:25.955
HRMLED RED,28.0,2017-05-13 23:39:25.968
HRMLED RED,53.0,2017-05-13 23:39:25.975
HRMLED RED,33.0,2017-05-13 23:39:25.985
HRMLED RED,31.0,2017-05-13 23:39:25.995
HRMLED RED,44.0,2017-05-13 23:39:26.006
HRMLED RED,30.0,2017-05-13 23:39:26.020
HRMLED RED,42.0,2017-05-13 23:39:26.026
HRMLED RED,29.0,2017-05-13 23:39:26.039
HRMLED RED,32.0,2017-05-13 23:39:26.046
HRMLED RED,40.0,2017-05-13 23:39:26.056
HRMLED RED,26.0,2017-05-13 23:39:26.072
HRMLED RED,36.0,2017-05-13 23:39:26.076
HRMLED RED,51.0,2017-05-13 23:39:26.086
HRMLED RED,27.0,2017-05-13 23:39:26.096
HRMLED RED,51.0,2017-05-13 23:39:26.106
HRMLED RED,24.0,2017-05-13 23:39:26.120
HRMLED RED,44.0,2017-05-13 23:39:26.126
HRMLED RED,36.0,2017-05-13 23:39:26.141
HRMLED RED,30.0,2017-05-13 23:39:26.147
HRMLED RED,39.0,2017-05-13 23:39:26.157
HRMLED RED,40.0,2017-05-13 23:39:26.183
HRMLED RED,31.0,2017-05-13 23:39:26.191
HRMLED RED,50.0,2017-05-13 23:39:26.192
HRMLED RED,27.0,2017-05-13 23:39:26.213
HRMLED RED,54.0,2017-05-13 23:39:26.216
HRMLED RED,35.0,2017-05-13 23:39:26.217
HRMLED RED,28.0,2017-05-13 23:39:26.227
HRMLED RED,40.0,2017-05-13 23:39:26.238
HRMLED RED,31.0,2017-05-13 23:39:26.247
HRMLED RED,36.0,2017-05-13 23:39:26.258
HRMLED RED,36.0,2017-05-13 23:39:26.267
HRMLED RED,30.0,2017-05-13 23:39:26.278
HRMLED RED,45.0,2017-05-13 23:39:26.288
HRMLED RED,31.0,2017-05-13 23:39:26.298
HRMLED RED,34.0,2017-05-13 23:39:26.310
HRMLED RED,51.0,2017-05-13 23:39:26.318
HRMLED RED,27.0,2017-05-13 23:39:26.329
HRMLED RED,50.0,2017-05-13 23:39:26.341
HRMLED RED,26.0,2017-05-13 23:39:26.348
HRMLED RED,40.0,2017-05-13 23:39:26.360
HRMLED RED,37.0,2017-05-13 23:39:26.368
HRMLED RED,24.0,2017-05-13 23:39:26.379
HRMLED RED,30.0,2017-05-13 23:39:26.390
HRMLED RED,44.0,2017-05-13 23:39:26.398
HRMLED RED,29.0,2017-05-13 23:39:26.409
HRMLED RED,55.0,2017-05-13 23:39:26.418
HRMLED RED,25.0,2017-05-13 23:39:26.429
HRMLED RED,53.0,2017-05-13 23:39:26.441
HRMLED RED,31.0,2017-05-13 23:39:26.449
HRMLED RED,28.0,2017-05-13 23:39:26.460
HRMLED RED,40.0,2017-05-13 23:39:26.472
HRMLED RED,25.0,2017-05-13 23:39:26.480
HRMLED RED,35.0,2017-05-13 23:39:26.493
HRMLED RED,39.0,2017-05-13 23:39:26.499
HRMLED RED,30.0,2017-05-13 23:39:26.510
HRMLED RED,43.0,2017-05-13 23:39:26.519
HRMLED RED,32.0,2017-05-13 23:39:26.529
HRMLED RED,29.0,2017-05-13 23:39:26.541
HRMLED RED,51.0,2017-05-13 23:39:26.549
HRMLED RED,28.0,2017-05-13 23:39:26.560
HRMLED RED,40.0,2017-05-13 23:39:26.569
HRMLED RED,31.0,2017-05-13 23:39:26.581
HRMLED RED,34.0,2017-05-13 23:39:26.595
HRMLED RED,35.0,2017-05-13 23:39:26.600
HRMLED RED,32.0,2017-05-13 23:39:26.612
HRMLED RED,35.0,2017-05-13 23:39:26.620
HRMLED RED,44.0,2017-05-13 23:39:26.631
HRMLED RED,32.0,2017-05-13 23:39:26.643
HRMLED RED,58.0,2017-05-13 23:39:26.650
HRMLED RED,30.0,2017-05-13 23:39:26.660
HRMLED RED,48.0,2017-05-13 23:39:26.670
HRMLED RED,36.0,2017-05-13 23:39:26.681
HRMLED RED,29.0,2017-05-13 23:39:26.693
HRMLED RED,34.0,2017-05-13 23:39:26.700
HRMLED RED,37.0,2017-05-13 23:39:26.713
HRMLED RED,32.0,2017-05-13 23:39:26.721
HRMLED RED,44.0,2017-05-13 23:39:26.732
HRMLED RED,27.0,2017-05-13 23:39:26.748
HRMLED RED,50.0,2017-05-13 23:39:26.752
HRMLED RED,41.0,2017-05-13 23:39:26.763
HRMLED RED,39.0,2017-05-13 23:39:26.771
HRMLED RED,50.0,2017-05-13 23:39:26.782
HRMLED RED,28.0,2017-05-13 23:39:26.794
HRMLED RED,43.0,2017-05-13 23:39:26.801
HRMLED RED,35.0,2017-05-13 23:39:26.811
HRMLED RED,26.0,2017-05-13 23:39:26.821
HRMLED RED,39.0,2017-05-13 23:39:26.832
HRMLED RED,30.0,2017-05-13 23:39:26.845
HRMLED RED,39.0,2017-05-13 23:39:26.852
HRMLED RED,54.0,2017-05-13 23:39:26.869
HRMLED RED,28.0,2017-05-13 23:39:26.884
HRMLED RED,54.0,2017-05-13 23:39:26.885
HRMLED RED,23.0,2017-05-13 23:39:26.896
HRMLED RED,47.0,2017-05-13 23:39:26.904
HRMLED RED,36.0,2017-05-13 23:39:26.915
HRMLED RED,29.0,2017-05-13 23:39:26.925
HRMLED RED,39.0,2017-05-13 23:39:26.935
HRMLED RED,40.0,2017-05-13 23:39:26.946
HRMLED RED,29.0,2017-05-13 23:39:26.955
HRMLED RED,42.0,2017-05-13 23:39:26.965
HRMLED RED,28.0,2017-05-13 23:39:26.975
HRMLED RED,55.0,2017-05-13 23:39:26.986
HRMLED RED,38.0,2017-05-13 23:39:26.999
HRMLED RED,39.0,2017-05-13 23:39:27.005
HRMLED RED,47.0,2017-05-13 23:39:27.019
HRMLED RED,35.0,2017-05-13 23:39:27.025
HRMLED RED,58.0,2017-05-13 23:39:27.036
HRMLED RED,172.0,2017-05-13 23:39:27.048
HRMLED RED,1374.0,2017-05-13 23:39:27.055
HRMLED RED,8468.0,2017-05-13 23:39:27.066
HRMLED RED,21108.0,2017-05-13 23:39:27.076
HRMLED RED,27123.0,2017-05-13 23:39:27.086
HRMLED RED,26626.0,2017-05-13 23:39:27.099
HRMLED RED,24969.0,2017-05-13 23:39:27.106
HRMLED RED,23401.0,2017-05-13 23:39:27.120
HRMLED RED,21939.0,2017-05-13 23:39:27.126
HRMLED RED,20591.0,2017-05-13 23:39:27.137
HRMLED RED,19404.0,2017-05-13 23:39:27.153
HRMLED RED,18507.0,2017-05-13 23:39:27.156
HRMLED RED,18028.0,2017-05-13 23:39:27.166
HRMLED RED,17847.0,2017-05-13 23:39:27.177
HRMLED RED,17865.0,2017-05-13 23:39:27.187
HRMLED RED,18077.0,2017-05-13 23:39:27.200
HRMLED RED,18596.0,2017-05-13 23:39:27.207
HRMLED RED,19584.0,2017-05-13 23:39:27.221
HRMLED RED,21070.0,2017-05-13 23:39:27.227
HRMLED RED,22801.0,2017-05-13 23:39:27.238
HRMLED RED,24030.0,2017-05-13 23:39:27.253
HRMLED RED,24390.0,2017-05-13 23:39:27.258
HRMLED RED,24373.0,2017-05-13 23:39:27.274
HRMLED RED,24053.0,2017-05-13 23:39:27.278
HRMLED RED,23037.0,2017-05-13 23:39:27.292
HRMLED RED,22344.0,2017-05-13 23:39:27.310
HRMLED RED,22270.0,2017-05-13 23:39:27.313
HRMLED RED,21775.0,2017-05-13 23:39:27.326
HRMLED RED,21685.0,2017-05-13 23:39:27.330
HRMLED RED,21683.0,2017-05-13 23:39:27.341
HRMLED RED,21722.0,2017-05-13 23:39:27.352
HRMLED RED,21672.0,2017-05-13 23:39:27.358
HRMLED RED,21679.0,2017-05-13 23:39:27.369
HRMLED RED,21656.0,2017-05-13 23:39:27.378
HRMLED RED,21777.0,2017-05-13 23:39:27.388
HRMLED RED,22071.0,2017-05-13 23:39:27.403
HRMLED RED,22645.0,2017-05-13 23:39:27.408
HRMLED RED,23451.0,2017-05-13 23:39:27.420
HRMLED RED,24451.0,2017-05-13 23:39:27.428
HRMLED RED,25535.0,2017-05-13 23:39:27.439
HRMLED RED,26607.0,2017-05-13 23:39:27.460
HRMLED RED,27708.0,2017-05-13 23:39:27.462
HRMLED RED,28899.0,2017-05-13 23:39:27.475
HRMLED RED,30203.0,2017-05-13 23:39:27.479
HRMLED RED,31387.0,2017-05-13 23:39:27.493
HRMLED RED,32487.0,2017-05-13 23:39:27.499
HRMLED RED,33522.0,2017-05-13 23:39:27.510
HRMLED RED,34577.0,2017-05-13 23:39:27.521
HRMLED RED,35571.0,2017-05-13 23:39:27.529
HRMLED RED,36792.0,2017-05-13 23:39:27.540
HRMLED RED,37686.0,2017-05-13 23:39:27.549
HRMLED RED,38467.0,2017-05-13 23:39:27.560
HRMLED RED,39164.0,2017-05-13 23:39:27.575
HRMLED RED,39843.0,2017-05-13 23:39:27.580
HRMLED RED,40598.0,2017-05-13 23:39:27.591
HRMLED RED,41366.0,2017-05-13 23:39:27.600
HRMLED RED,42059.0,2017-05-13 23:39:27.612
HRMLED RED,42752.0,2017-05-13 23:39:27.631
HRMLED RED,43376.0,2017-05-13 23:39:27.635
HRMLED RED,43916.0,2017-05-13 23:39:27.655
HRMLED RED,44365.0,2017-05-13 23:39:27.656
HRMLED RED,44841.0,2017-05-13 23:39:27.664
HRMLED RED,45252.0,2017-05-13 23:39:27.673
HRMLED RED,45535.0,2017-05-13 23:39:27.680
HRMLED RED,45797.0,2017-05-13 23:39:27.691
HRMLED RED,45975.0,2017-05-13 23:39:27.700
HRMLED RED,46136.0,2017-05-13 23:39:27.712
HRMLED RED,46283.0,2017-05-13 23:39:27.724
HRMLED RED,46426.0,2017-05-13 23:39:27.731
HRMLED RED,46596.0,2017-05-13 23:39:27.741
HRMLED RED,46715.0,2017-05-13 23:39:27.751
HRMLED RED,46849.0,2017-05-13 23:39:27.761
HRMLED RED,47005.0,2017-05-13 23:39:27.791
HRMLED RED,47070.0,2017-05-13 23:39:27.795
HRMLED RED,47063.0,2017-05-13 23:39:27.798
HRMLED RED,47021.0,2017-05-13 23:39:27.802
HRMLED RED,46983.0,2017-05-13 23:39:27.815
HRMLED RED,46879.0,2017-05-13 23:39:27.829
HRMLED RED,46729.0,2017-05-13 23:39:27.831
HRMLED RED,46541.0,2017-05-13 23:39:27.845
HRMLED RED,46341.0,2017-05-13 23:39:27.852
HRMLED RED,46193.0,2017-05-13 23:39:27.863
HRMLED RED,46057.0,2017-05-13 23:39:27.878
HRMLED RED,45939.0,2017-05-13 23:39:27.882
HRMLED RED,45867.0,2017-05-13 23:39:27.897
HRMLED RED,45786.0,2017-05-13 23:39:27.902
HRMLED RED,45758.0,2017-05-13 23:39:27.912
HRMLED RED,45732.0,2017-05-13 23:39:27.926
HRMLED RED,45680.0,2017-05-13 23:39:27.932
HRMLED RED,45667.0,2017-05-13 23:39:27.942
HRMLED RED,45643.0,2017-05-13 23:39:27.952
HRMLED RED,45632.0,2017-05-13 23:39:27.962
HRMLED RED,45620.0,2017-05-13 23:39:27.975
HRMLED RED,45585.0,2017-05-13 23:39:27.982
HRMLED RED,45573.0,2017-05-13 23:39:27.996
HRMLED RED,45549.0,2017-05-13 23:39:28.003
HRMLED RED,45546.0,2017-05-13 23:39:28.014
HRMLED RED,45522.0,2017-05-13 23:39:28.030
HRMLED RED,45531.0,2017-05-13 23:39:28.033
HRMLED RED,45543.0,2017-05-13 23:39:28.048
HRMLED RED,45562.0,2017-05-13 23:39:28.053
HRMLED RED,45582.0,2017-05-13 23:39:28.063
HRMLED RED,45588.0,2017-05-13 23:39:28.077
HRMLED RED,45595.0,2017-05-13 23:39:28.083
HRMLED RED,45608.0,2017-05-13 23:39:28.094
HRMLED RED,45606.0,2017-05-13 23:39:28.103
HRMLED RED,45610.0,2017-05-13 23:39:28.113
HRMLED RED,45612.0,2017-05-13 23:39:28.123
HRMLED RED,45607.0,2017-05-13 23:39:28.134
HRMLED RED,45627.0,2017-05-13 23:39:28.146
HRMLED RED,45627.0,2017-05-13 23:39:28.154
HRMLED RED,45650.0,2017-05-13 23:39:28.169
HRMLED RED,45711.0,2017-05-13 23:39:28.188
HRMLED RED,45759.0,2017-05-13 23:39:28.191
HRMLED RED,45817.0,2017-05-13 23:39:28.203
HRMLED RED,45909.0,2017-05-13 23:39:28.216
HRMLED RED,45981.0,2017-05-13 23:39:28.217
HRMLED RED,46044.0,2017-05-13 23:39:28.228
HRMLED RED,46084.0,2017-05-13 23:39:28.237
HRMLED RED,46107.0,2017-05-13 23:39:28.247
HRMLED RED,46139.0,2017-05-13 23:39:28.261
HRMLED RED,46141.0,2017-05-13 23:39:28.267
HRMLED RED,46151.0,2017-05-13 23:39:28.279
HRMLED RED,46163.0,2017-05-13 23:39:28.288
HRMLED RED,46160.0,2017-05-13 23:39:28.298
HRMLED RED,46180.0,2017-05-13 23:39:28.308
HRMLED RED,46175.0,2017-05-13 23:39:28.322
HRMLED RED,46196.0,2017-05-13 23:39:28.341
HRMLED RED,46209.0,2017-05-13 23:39:28.343
HRMLED RED,46202.0,2017-05-13 23:39:28.354
HRMLED RED,46201.0,2017-05-13 23:39:28.359
HRMLED RED,46209.0,2017-05-13 23:39:28.369
HRMLED RED,46218.0,2017-05-13 23:39:28.382
HRMLED RED,46214.0,2017-05-13 23:39:28.388
HRMLED RED,46217.0,2017-05-13 23:39:28.398
HRMLED RED,46225.0,2017-05-13 23:39:28.408
HRMLED RED,46220.0,2017-05-13 23:39:28.418
HRMLED RED,46220.0,2017-05-13 23:39:28.430
HRMLED RED,46218.0,2017-05-13 23:39:28.439
HRMLED RED,46215.0,2017-05-13 23:39:28.452
HRMLED RED,46225.0,2017-05-13 23:39:28.458
HRMLED RED,46218.0,2017-05-13 23:39:28.470
HRMLED RED,46214.0,2017-05-13 23:39:28.493
HRMLED RED,46224.0,2017-05-13 23:39:28.497
HRMLED RED,46220.0,2017-05-13 23:39:28.499
HRMLED RED,46213.0,2017-05-13 23:39:28.509
HRMLED RED,46208.0,2017-05-13 23:39:28.519
HRMLED RED,46215.0,2017-05-13 23:39:28.531
HRMLED RED,46202.0,2017-05-13 23:39:28.539
HRMLED RED,46208.0,2017-05-13 23:39:28.549
HRMLED RED,46205.0,2017-05-13 23:39:28.559
HRMLED RED,46207.0,2017-05-13 23:39:28.570
HRMLED RED,46211.0,2017-05-13 23:39:28.583
HRMLED RED,46214.0,2017-05-13 23:39:28.590
HRMLED RED,46195.0,2017-05-13 23:39:28.600
HRMLED RED,46198.0,2017-05-13 23:39:28.610
HRMLED RED,46195.0,2017-05-13 23:39:28.624
HRMLED RED,46194.0,2017-05-13 23:39:28.644
HRMLED RED,46184.0,2017-05-13 23:39:28.646
HRMLED RED,46200.0,2017-05-13 23:39:28.657
HRMLED RED,46173.0,2017-05-13 23:39:28.663
HRMLED RED,46176.0,2017-05-13 23:39:28.672
HRMLED RED,46178.0,2017-05-13 23:39:28.684
HRMLED RED,46172.0,2017-05-13 23:39:28.690
HRMLED RED,46167.0,2017-05-13 23:39:28.700
HRMLED RED,46156.0,2017-05-13 23:39:28.710
HRMLED RED,46132.0,2017-05-13 23:39:28.721
HRMLED RED,46111.0,2017-05-13 23:39:28.730
HRMLED RED,46055.0,2017-05-13 23:39:28.741
HRMLED RED,45969.0,2017-05-13 23:39:28.753
HRMLED RED,45854.0,2017-05-13 23:39:28.761
HRMLED RED,45715.0,2017-05-13 23:39:28.777
HRMLED RED,45599.0,2017-05-13 23:39:28.782
HRMLED RED,45500.0,2017-05-13 23:39:28.794
HRMLED RED,45450.0,2017-05-13 23:39:28.813
HRMLED RED,45378.0,2017-05-13 23:39:28.816
HRMLED RED,45350.0,2017-05-13 23:39:28.826
HRMLED RED,45349.0,2017-05-13 23:39:28.831
HRMLED RED,45343.0,2017-05-13 23:39:28.841
HRMLED RED,45351.0,2017-05-13 23:39:28.853
HRMLED RED,45358.0,2017-05-13 23:39:28.861
HRMLED RED,45372.0,2017-05-13 23:39:28.872
HRMLED RED,45401.0,2017-05-13 23:39:28.882
HRMLED RED,45411.0,2017-05-13 23:39:28.893
HRMLED RED,45431.0,2017-05-13 23:39:28.905
HRMLED RED,45454.0,2017-05-13 23:39:28.912
HRMLED RED,45466.0,2017-05-13 23:39:28.926
HRMLED RED,45489.0,2017-05-13 23:39:28.932
HRMLED RED,45509.0,2017-05-13 23:39:28.944
HRMLED RED,45553.0,2017-05-13 23:39:28.959
HRMLED RED,45589.0,2017-05-13 23:39:28.963
HRMLED RED,45630.0,2017-05-13 23:39:28.977
HRMLED RED,45667.0,2017-05-13 23:39:28.983
HRMLED RED,45680.0,2017-05-13 23:39:29.002
HRMLED RED,45718.0,2017-05-13 23:39:29.005
HRMLED RED,45742.0,2017-05-13 23:39:29.013
HRMLED RED,45764.0,2017-05-13 23:39:29.028
HRMLED RED,45777.0,2017-05-13 23:39:29.037
HRMLED RED,45795.0,2017-05-13 23:39:29.047
HRMLED RED,45812.0,2017-05-13 23:39:29.055
HRMLED RED,45818.0,2017-05-13 23:39:29.063
HRMLED RED,45830.0,2017-05-13 23:39:29.073
HRMLED RED,45836.0,2017-05-13 23:39:29.083
HRMLED RED,45850.0,2017-05-13 23:39:29.093
HRMLED RED,45860.0,2017-05-13 23:39:29.106
HRMLED RED,45858.0,2017-05-13 23:39:29.113
HRMLED RED,45857.0,2017-05-13 23:39:29.123
HRMLED RED,45870.0,2017-05-13 23:39:29.134
HRMLED RED,45868.0,2017-05-13 23:39:29.148
HRMLED RED,45889.0,2017-05-13 23:39:29.164
HRMLED RED,45881.0,2017-05-13 23:39:29.167
HRMLED RED,45898.0,2017-05-13 23:39:29.185
HRMLED RED,45899.0,2017-05-13 23:39:29.187
HRMLED RED,45911.0,2017-05-13 23:39:29.198
HRMLED RED,45906.0,2017-05-13 23:39:29.214
HRMLED RED,45917.0,2017-05-13 23:39:29.217
HRMLED RED,45946.0,2017-05-13 23:39:29.225
HRMLED RED,45939.0,2017-05-13 23:39:29.234
HRMLED RED,45942.0,2017-05-13 23:39:29.244
HRMLED RED,45948.0,2017-05-13 23:39:29.254
HRMLED RED,45962.0,2017-05-13 23:39:29.264
HRMLED RED,45973.0,2017-05-13 23:39:29.275
HRMLED RED,45970.0,2017-05-13 23:39:29.284
HRMLED RED,45987.0,2017-05-13 23:39:29.296
HRMLED RED,45990.0,2017-05-13 23:39:29.316
HRMLED RED,45996.0,2017-05-13 23:39:29.319
HRMLED RED,45999.0,2017-05-13 23:39:29.333
HRMLED RED,46006.0,2017-05-13 23:39:29.335
HRMLED RED,46013.0,2017-05-13 23:39:29.350
HRMLED RED,45997.0,2017-05-13 23:39:29.355
HRMLED RED,46005.0,2017-05-13 23:39:29.365
HRMLED RED,46023.0,2017-05-13 23:39:29.376
HRMLED RED,46017.0,2017-05-13 23:39:29.385
HRMLED RED,46011.0,2017-05-13 23:39:29.395
HRMLED RED,46021.0,2017-05-13 23:39:29.405
HRMLED RED,46034.0,2017-05-13 23:39:29.416
HRMLED RED,46049.0,2017-05-13 23:39:29.429
HRMLED RED,46062.0,2017-05-13 23:39:29.436
HRMLED RED,46063.0,2017-05-13 23:39:29.455
HRMLED RED,46057.0,2017-05-13 23:39:29.458
HRMLED RED,46059.0,2017-05-13 23:39:29.474
HRMLED RED,46081.0,2017-05-13 23:39:29.477
HRMLED RED,46074.0,2017-05-13 23:39:29.487
HRMLED RED,46073.0,2017-05-13 23:39:29.500
HRMLED RED,46063.0,2017-05-13 23:39:29.510
HRMLED RED,46067.0,2017-05-13 23:39:29.520
HRMLED RED,46054.0,2017-05-13 23:39:29.532
HRMLED RED,46052.0,2017-05-13 23:39:29.536
HRMLED RED,46055.0,2017-05-13 23:39:29.546
HRMLED RED,46056.0,2017-05-13 23:39:29.556
HRMLED RED,46057.0,2017-05-13 23:39:29.567
HRMLED RED,46057.0,2017-05-13 23:39:29.578
HRMLED RED,46040.0,2017-05-13 23:39:29.587
HRMLED RED,46052.0,2017-05-13 23:39:29.597
HRMLED RED,46038.0,2017-05-13 23:39:29.607
HRMLED RED,46020.0,2017-05-13 23:39:29.618
HRMLED RED,46018.0,2017-05-13 23:39:29.637
HRMLED RED,46004.0,2017-05-13 23:39:29.639
HRMLED RED,45963.0,2017-05-13 23:39:29.652
HRMLED RED,45937.0,2017-05-13 23:39:29.661
HRMLED RED,45847.0,2017-05-13 23:39:29.673
HRMLED RED,45770.0,2017-05-13 23:39:29.687
HRMLED RED,45703.0,2017-05-13 23:39:29.687
HRMLED RED,45625.0,2017-05-13 23:39:29.698
HRMLED RED,45575.0,2017-05-13 23:39:29.707
HRMLED RED,45538.0,2017-05-13 23:39:29.718
HRMLED RED,45521.0,2017-05-13 23:39:29.731
HRMLED RED,45524.0,2017-05-13 23:39:29.739
HRMLED RED,45548.0,2017-05-13 23:39:29.749
HRMLED RED,45566.0,2017-05-13 23:39:29.759
HRMLED RED,45600.0,2017-05-13 23:39:29.768
HRMLED RED,45674.0,2017-05-13 23:39:29.787
HRMLED RED,45870.0,2017-05-13 23:39:29.790
HRMLED RED,46177.0,2017-05-13 23:39:29.805
HRMLED RED,46339.0,2017-05-13 23:39:29.811
HRMLED RED,46391.0,2017-05-13 23:39:29.822
HRMLED RED,46390.0,2017-05-13 23:39:29.836
HRMLED RED,46373.0,2017-05-13 23:39:29.838
HRMLED RED,46364.0,2017-05-13 23:39:29.849
HRMLED RED,46357.0,2017-05-13 23:39:29.858
HRMLED RED,46328.0,2017-05-13 23:39:29.869
HRMLED RED,46308.0,2017-05-13 23:39:29.883
HRMLED RED,46280.0,2017-05-13 23:39:29.892
HRMLED RED,46260.0,2017-05-13 23:39:29.902
HRMLED RED,46234.0,2017-05-13 23:39:29.912
HRMLED RED,46218.0,2017-05-13 23:39:29.923
HRMLED RED,46176.0,2017-05-13 23:39:29.939
HRMLED RED,46162.0,2017-05-13 23:39:29.943
HRMLED RED,46147.0,2017-05-13 23:39:29.962
HRMLED RED,46131.0,2017-05-13 23:39:29.964
HRMLED RED,46115.0,2017-05-13 23:39:29.980
HRMLED RED,46102.0,2017-05-13 23:39:29.994
HRMLED RED,46076.0,2017-05-13 23:39:29.995
HRMLED RED,46067.0,2017-05-13 23:39:30.002
HRMLED RED,46054.0,2017-05-13 23:39:30.012
HRMLED RED,46031.0,2017-05-13 23:39:30.023
